id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
4474,Parker Group,"04090 Dawn Rapids
Lake Davidland, NY 66417",S.p.A.,075-73-7139,"[{""year"": 2020, ""revenue"": 907493.05, ""profit"": 200400.48}]","[28, 18, 29]","[81, 91, 6, 35, 34, 32, 42, 17, 60]","[290, 29]",[8540],"[4842, 4188, 1476]"
4475,"Ford, Lambert and Brown","14239 Tammie Flats
Harperbury, NJ 44079",S.r.l. a socio unico,674-44-8400,"[{""year"": 2020, ""revenue"": 378227.6, ""profit"": 471602.56}, {""year"": 2015, ""revenue"": 707522.51, ""profit"": 389707.24}, {""year"": 2021, ""revenue"": 749802.2, ""profit"": 161880.12}, {""year"": 2016, ""revenue"": 538106.02, ""profit"": 140159.31}]","[92, 28]","[89, 95, 62, 63, 10, 74, 96, 30, 86, 7]","[45, 492]","[4097, 14238]","[2211, 533]"
4476,"Gonzalez, Steele and Miller","USS Hernandez
FPO AE 02105",S.a.S.,568-09-6705,"[{""year"": 2023, ""revenue"": 360079.67, ""profit"": 294075.7}, {""year"": 2016, ""revenue"": 632832.43, ""profit"": 1065.75}, {""year"": 2015, ""revenue"": 430742.29, ""profit"": 380004.33}, {""year"": 2021, ""revenue"": 522183.92, ""profit"": 103226.35}, {""year"": 2017, ""revenue"": 521351.48, ""profit"": 223277.36}]","[62, 53, 15]","[56, 3, 45, 10, 63, 79]",[779],"[942, 19899, 6953, 6726]","[1181, 3489]"
4477,Brown-Jones,"993 Craig Trail Suite 571
North Jonathan, OK 74882",S.a.S.,894-72-6569,"[{""year"": 2019, ""revenue"": 789374.35, ""profit"": 351556.78}]","[66, 58, 91]","[69, 30]",[341],"[18310, 5782, 3490, 9222]",[4943]
4478,Conner-Johnston,"690 Andrew Port Apt. 681
Dylanhaven, SD 76771",S.p.A.,843-77-3239,"[{""year"": 2021, ""revenue"": 75429.81, ""profit"": 304659.47}, {""year"": 2017, ""revenue"": 727170.21, ""profit"": 68698.19}, {""year"": 2016, ""revenue"": 663380.67, ""profit"": 125047.98}, {""year"": 2020, ""revenue"": 935088.77, ""profit"": 82623.65}]",[74],"[80, 43, 9, 60, 54, 33, 91, 24, 38]",[837],"[6298, 1107, 265]",[4307]
4479,Booth-Cruz,"77429 Chambers Islands Suite 480
East Brianton, ME 44825",S.p.A.,006-44-8543,"[{""year"": 2020, ""revenue"": 486602.25, ""profit"": 143465.37}, {""year"": 2016, ""revenue"": 595813.99, ""profit"": 463404.3}, {""year"": 2017, ""revenue"": 663132.83, ""profit"": 187284.71}]","[44, 88, 4]","[29, 34, 62, 37, 58, 70, 74, 94, 97]","[131, 939]","[10672, 9468]","[3402, 2557]"
4480,"Norton, Johnson and Weaver","5242 Sanchez Mission
Andrewtown, OR 30317",S.a.S.,829-82-9727,"[{""year"": 2023, ""revenue"": 531976.21, ""profit"": 282005.64}, {""year"": 2017, ""revenue"": 271168.1, ""profit"": 464775.43}]","[85, 100]","[88, 66, 39, 46, 64, 37, 9, 41]","[763, 789]","[126, 8593]",[327]
4481,"Larson, Ford and Dillon","15947 Barbara Walk Suite 501
Adkinsmouth, FM 80174",S.r.l.,741-53-8050,"[{""year"": 2021, ""revenue"": 926925.7, ""profit"": 332049.31}, {""year"": 2023, ""revenue"": 928920.27, ""profit"": 194452.7}, {""year"": 2020, ""revenue"": 437672.27, ""profit"": 330472.28}, {""year"": 2018, ""revenue"": 821898.61, ""profit"": 142988.71}]","[78, 90, 87]","[89, 45, 67, 25, 71, 43, 27, 78, 75, 69]",[595],"[985, 19133]","[4677, 3192, 4500]"
4482,Day Group,"43735 Julie Rapids
Lake Anthonyport, FL 88539",S.a.S.,120-08-1515,"[{""year"": 2017, ""revenue"": 341146.53, ""profit"": 54327.31}, {""year"": 2023, ""revenue"": 189168.89, ""profit"": 382692.71}, {""year"": 2015, ""revenue"": 979460.83, ""profit"": 201688.15}, {""year"": 2016, ""revenue"": 571349.31, ""profit"": 399883.4}]","[33, 2]","[26, 41, 76, 83]","[28, 617, 259]","[16059, 3024, 13372, 18104]","[1692, 4128, 3513]"
4483,"Carter, Hamilton and Stevenson","351 Alexander Way
Ramosstad, TN 95877",S.a.S.,800-12-0214,"[{""year"": 2020, ""revenue"": 618806.06, ""profit"": 44552.76}, {""year"": 2017, ""revenue"": 24586.31, ""profit"": 17030.04}, {""year"": 2021, ""revenue"": 321892.15, ""profit"": 441586.57}, {""year"": 2018, ""revenue"": 628724.14, ""profit"": 482791.98}]",[54],"[100, 15, 63, 42, 20, 19, 81, 86, 28]",[959],"[345, 13004, 12409]","[3183, 266]"
4484,"Parks, Mccall and Sandoval","785 Timothy Walk
Hendersonmouth, MS 66769",Cooperative,068-77-6920,"[{""year"": 2020, ""revenue"": 409326.19, ""profit"": 167282.07}, {""year"": 2021, ""revenue"": 646133.52, ""profit"": 130230.51}, {""year"": 2015, ""revenue"": 542342.34, ""profit"": 489241.6}, {""year"": 2022, ""revenue"": 830768.25, ""profit"": 105125.83}, {""year"": 2015, ""revenue"": 70950.37, ""profit"": 109007.91}]","[70, 81, 8]","[51, 74, 92, 12, 93]","[824, 706, 17]","[7817, 2217]","[629, 2258]"
4485,"Kaiser, Singleton and Berry","86636 Brown Circles
Haleyhaven, AK 96222",S.p.A.,122-20-3099,"[{""year"": 2015, ""revenue"": 807846.74, ""profit"": 393632.86}, {""year"": 2023, ""revenue"": 377844.98, ""profit"": 366227.23}, {""year"": 2021, ""revenue"": 373726.36, ""profit"": 175619.92}]","[69, 15]","[51, 53, 49, 7, 76, 45, 39]","[942, 690, 505]","[9274, 11819, 12398]",[4759]
4486,"Hernandez, Welch and Perez","492 Kristen Avenue Suite 368
Jacobsonstad, VI 89907",S.p.A.,769-63-3332,"[{""year"": 2015, ""revenue"": 600640.5, ""profit"": 240000.4}]",[76],"[44, 62, 86, 13]","[497, 285, 846]","[2498, 9622, 10783, 17342, 14074]","[4804, 4242]"
4487,"Reed, Mccarthy and Mccoy","741 Matthew Plains Suite 246
West Christian, NV 47268",S.a.S.,793-92-6245,"[{""year"": 2021, ""revenue"": 336567.23, ""profit"": 81132.78}, {""year"": 2015, ""revenue"": 70413.69, ""profit"": 358520.09}, {""year"": 2017, ""revenue"": 838108.75, ""profit"": 246644.64}]","[45, 89]","[58, 74, 15, 68, 73]","[267, 821]","[15100, 16931, 4369]",[1998]
4488,Reeves-Martinez,"09524 Soto Street
Lake Loganfort, NH 86709",S.p.A.,828-39-6750,"[{""year"": 2022, ""revenue"": 248740.03, ""profit"": 273073.83}, {""year"": 2017, ""revenue"": 276758.84, ""profit"": 420731.97}, {""year"": 2015, ""revenue"": 238480.4, ""profit"": 417720.8}, {""year"": 2021, ""revenue"": 965059.67, ""profit"": 271910.15}]","[52, 74]","[7, 77, 36, 89, 37, 39]",[223],"[94, 12057]","[1700, 1013, 3635]"
4489,Fuentes Group,"1880 Sweeney Grove Suite 084
East Stephanie, IL 97227",S.p.A.,713-95-3930,"[{""year"": 2017, ""revenue"": 520914.02, ""profit"": 338161.93}]","[92, 13]","[47, 84, 83, 38, 35, 79, 22, 89, 77, 67]","[868, 398, 230]","[17937, 16076, 18504]","[2321, 3793, 1568]"
4490,"Nelson, Jones and Morales","0072 Jennifer Garden
East Joseph, GU 94173",S.r.l. a socio unico,380-66-4914,"[{""year"": 2021, ""revenue"": 834010.82, ""profit"": 218803.06}, {""year"": 2018, ""revenue"": 983828.55, ""profit"": 275107.99}]",[35],"[49, 67, 99, 73, 74, 29, 2]","[387, 229]",[10607],"[4832, 1371, 2349]"
4491,"Meadows, Villanueva and Peterson","57871 Scott Creek
Lake Natashafort, MT 52223",S.r.l.,785-84-4616,"[{""year"": 2020, ""revenue"": 245965.29, ""profit"": 452706.03}, {""year"": 2016, ""revenue"": 994363.76, ""profit"": 497435.15}, {""year"": 2023, ""revenue"": 531591.02, ""profit"": 354721.57}]",[44],"[21, 24, 63]","[56, 9]",[3272],"[2960, 399]"
4492,West and Sons,"195 Moore Isle Apt. 070
New Lauren, NV 31006",S.r.l.,322-29-6195,"[{""year"": 2018, ""revenue"": 142568.76, ""profit"": 338449.83}, {""year"": 2016, ""revenue"": 408039.0, ""profit"": 288030.83}]","[100, 39]","[16, 5]","[417, 57]","[17923, 5613, 2492, 14889]","[1891, 4389, 2292]"
4493,Martinez LLC,"86094 Gamble Valleys
New Donnamouth, WV 00769",S.p.A.,779-54-8445,"[{""year"": 2022, ""revenue"": 357213.11, ""profit"": 49914.14}]","[7, 37]","[39, 1, 12, 41, 33, 38, 92]","[117, 911]","[15512, 10167, 3276, 4424]","[3244, 2874, 1491]"
4494,Lee-Johnson,"58827 Meghan Hollow
Patriciafurt, MP 34977",S.a.S.,827-87-4987,"[{""year"": 2017, ""revenue"": 376379.63, ""profit"": 131033.03}, {""year"": 2019, ""revenue"": 233206.45, ""profit"": 117411.73}]","[64, 76, 100]","[41, 39, 74, 100, 46, 80, 81, 11]","[180, 607, 831]",[12176],"[4895, 4093, 3190]"
4495,Morse Ltd,"7257 Zimmerman Garden
Schwartzfurt, NJ 80593",S.n.C.,066-36-1460,"[{""year"": 2017, ""revenue"": 396628.94, ""profit"": 293042.18}, {""year"": 2019, ""revenue"": 178484.24, ""profit"": 242741.48}, {""year"": 2018, ""revenue"": 192244.87, ""profit"": 257679.98}, {""year"": 2022, ""revenue"": 954658.03, ""profit"": 155308.62}, {""year"": 2022, ""revenue"": 139136.63, ""profit"": 453012.06}]","[7, 29]","[58, 85, 80, 61]","[713, 381]","[10769, 9380, 19228, 1445, 13901]","[2040, 2535, 3551]"
4496,Dixon-Pratt,"469 Andrew Landing Suite 658
South Debbie, FM 82480",S.r.l.,437-15-3081,"[{""year"": 2017, ""revenue"": 24215.83, ""profit"": 351154.97}]",[51],"[19, 22, 25, 37, 13, 5, 1, 97, 32, 56]","[784, 654]",[12357],"[2088, 3694]"
4497,"Mcdaniel, Brooks and Potter","19216 Michelle Ville Apt. 267
Gilbertstad, KY 82611",S.p.A.,336-35-7977,"[{""year"": 2018, ""revenue"": 892275.71, ""profit"": 109570.84}, {""year"": 2019, ""revenue"": 927292.24, ""profit"": 365792.35}, {""year"": 2018, ""revenue"": 963034.31, ""profit"": 279901.08}, {""year"": 2021, ""revenue"": 53543.78, ""profit"": 209401.54}, {""year"": 2023, ""revenue"": 493983.46, ""profit"": 98573.88}]","[21, 57]","[3, 66, 79, 32, 10, 22, 82]",[605],"[4463, 18483, 12678, 4118, 5490]",[2629]
4498,"Johnson, Miller and Rose","USNV Torres
FPO AA 30382",S.p.A.,183-96-7200,"[{""year"": 2019, ""revenue"": 674466.87, ""profit"": 79950.59}, {""year"": 2021, ""revenue"": 566395.21, ""profit"": 146371.49}, {""year"": 2020, ""revenue"": 765025.25, ""profit"": 393067.0}]","[96, 42]","[33, 55, 30, 3]","[888, 254]","[18576, 18062, 9128, 9795, 7619]",[1202]
4499,"Jones, Smith and Alexander","3509 Hall Crossing
Blevinsland, IL 99720",S.a.S.,340-01-1259,"[{""year"": 2017, ""revenue"": 893954.96, ""profit"": 299413.9}, {""year"": 2023, ""revenue"": 690147.35, ""profit"": 230531.22}, {""year"": 2021, ""revenue"": 262684.24, ""profit"": 374739.57}, {""year"": 2015, ""revenue"": 61343.83, ""profit"": 479753.36}]",[44],"[38, 67, 54, 57, 9]",[545],"[10263, 5525, 17777, 10251, 9707]","[3811, 1548, 942]"
4500,Aguirre-Brown,"785 Lutz Squares
Parkerburgh, DE 24131",S.r.l. a socio unico,565-09-2241,"[{""year"": 2015, ""revenue"": 664668.21, ""profit"": 223109.51}, {""year"": 2016, ""revenue"": 414388.0, ""profit"": 108965.06}, {""year"": 2023, ""revenue"": 708157.48, ""profit"": 314964.13}, {""year"": 2023, ""revenue"": 812546.97, ""profit"": 117923.93}, {""year"": 2019, ""revenue"": 190600.12, ""profit"": 469527.81}]","[42, 24]","[76, 97, 30, 3, 19, 45, 94]",[153],[10299],"[3240, 491]"
4501,"Sutton, Hughes and York","836 Mueller Place Apt. 313
Port Debrabury, WI 35870",S.n.C.,608-97-8270,"[{""year"": 2018, ""revenue"": 485191.56, ""profit"": 251054.92}, {""year"": 2019, ""revenue"": 173146.59, ""profit"": 104496.94}, {""year"": 2018, ""revenue"": 318171.31, ""profit"": 459110.17}]",[92],"[25, 9, 58, 38, 5]","[84, 399, 76]",[12097],"[776, 724, 4174]"
4502,Evans Ltd,"7194 Warren Summit Suite 592
Coxshire, PA 91575",S.p.A.,249-85-0007,"[{""year"": 2017, ""revenue"": 936903.54, ""profit"": 467533.57}]",[57],"[67, 79, 12, 6]",[770],"[15619, 9967, 11866, 1806]","[3694, 2143, 1339]"
4503,Simmons PLC,"509 Wood Causeway Suite 087
Tranchester, TX 85237",Onlus,450-26-3824,"[{""year"": 2021, ""revenue"": 273000.22, ""profit"": 41917.51}, {""year"": 2019, ""revenue"": 618056.25, ""profit"": 13978.67}, {""year"": 2018, ""revenue"": 251410.19, ""profit"": 365647.94}, {""year"": 2023, ""revenue"": 258157.09, ""profit"": 39066.08}]","[2, 28]",[20],"[890, 293, 71]","[18230, 1140, 3369, 19939]",[1932]
4504,Garcia LLC,"904 Laura Shore Suite 794
New Ginaborough, MN 73520",S.p.A.,153-42-1524,"[{""year"": 2022, ""revenue"": 300757.91, ""profit"": 6776.79}]","[47, 5, 66]","[70, 3, 24, 42, 20, 84, 94, 100]","[581, 839, 462]","[6522, 19003, 5777, 18450, 9559]",[1908]
4505,Cox LLC,"PSC 4267, Box 0610
APO AP 17811",S.n.C.,075-22-4514,"[{""year"": 2018, ""revenue"": 534355.88, ""profit"": 351818.43}, {""year"": 2016, ""revenue"": 276926.43, ""profit"": 185170.72}, {""year"": 2018, ""revenue"": 509609.46, ""profit"": 175420.98}, {""year"": 2015, ""revenue"": 798781.12, ""profit"": 202793.1}]","[77, 65, 55]","[60, 65, 100, 53, 15]",[770],"[9209, 8006]","[3459, 1876]"
4506,Cook PLC,"633 Camacho Hollow Apt. 998
North Ashleeburgh, RI 89976",Cooperative,832-64-5671,"[{""year"": 2019, ""revenue"": 61703.66, ""profit"": 444077.07}]",[54],"[94, 50, 33, 21, 93, 54]","[888, 111, 484]",[13722],"[3424, 2437]"
4507,"Ramos, Barber and Johnson","96897 Calvin Land
Amandabury, PW 79126",S.r.l. a socio unico,570-61-6272,"[{""year"": 2017, ""revenue"": 573560.41, ""profit"": 107614.84}, {""year"": 2018, ""revenue"": 118870.56, ""profit"": 42538.73}, {""year"": 2016, ""revenue"": 176084.02, ""profit"": 274101.02}, {""year"": 2015, ""revenue"": 555843.42, ""profit"": 15438.71}]","[74, 49]","[35, 75, 34, 25, 70, 71]","[637, 335]","[9316, 3113, 10412]","[1775, 566]"
4508,"Reed, Simpson and Smith","8092 Kevin Ridge Suite 688
Port Raymond, RI 17035",S.a.S.,724-49-2693,"[{""year"": 2022, ""revenue"": 52071.63, ""profit"": 72223.88}, {""year"": 2016, ""revenue"": 230010.39, ""profit"": 162397.76}, {""year"": 2020, ""revenue"": 45588.7, ""profit"": 35755.7}]",[19],[13],[599],[3322],"[316, 3506]"
4509,"Osborne, Stephens and Thomas","PSC 7680, Box 2502
APO AP 15562",S.n.C.,371-90-5865,"[{""year"": 2017, ""revenue"": 852006.42, ""profit"": 241217.42}, {""year"": 2022, ""revenue"": 172787.98, ""profit"": 391055.52}, {""year"": 2020, ""revenue"": 255673.04, ""profit"": 404642.18}, {""year"": 2015, ""revenue"": 967421.02, ""profit"": 228887.49}, {""year"": 2018, ""revenue"": 899065.03, ""profit"": 269697.48}]","[33, 66, 99]","[28, 53, 50, 89, 88, 46, 43, 26, 65]","[576, 281, 223]","[3060, 5989, 8711, 15718]",[229]
4510,"Jacobs, Green and Parker","480 Warner Prairie
South Edward, CA 84353",Onlus,424-30-3334,"[{""year"": 2016, ""revenue"": 780935.41, ""profit"": 367423.21}, {""year"": 2015, ""revenue"": 510442.18, ""profit"": 145821.61}, {""year"": 2018, ""revenue"": 924714.81, ""profit"": 485734.96}]",[99],"[6, 65, 46, 95, 80, 9, 36, 86, 30, 53]",[141],"[13459, 3791, 16928]","[1846, 619, 340]"
4511,Taylor Ltd,"9690 Robert Flat Suite 377
Johnmouth, NH 01169",S.r.l. a socio unico,337-96-6938,"[{""year"": 2021, ""revenue"": 210603.68, ""profit"": 60178.41}, {""year"": 2018, ""revenue"": 747810.58, ""profit"": 239991.48}, {""year"": 2022, ""revenue"": 637091.58, ""profit"": 180371.97}, {""year"": 2016, ""revenue"": 321677.11, ""profit"": 155987.29}, {""year"": 2021, ""revenue"": 212450.72, ""profit"": 480099.36}]",[56],"[69, 43, 42, 3, 4, 8, 78, 46, 7]",[696],"[835, 18061, 1789, 16850]","[873, 3306, 1634]"
4512,"Rogers, Ali and Fleming","4885 Melanie Ranch
South Antonio, OK 34932",S.p.A.,839-80-5283,"[{""year"": 2023, ""revenue"": 694668.44, ""profit"": 225317.68}, {""year"": 2022, ""revenue"": 257285.39, ""profit"": 307306.65}, {""year"": 2023, ""revenue"": 825061.95, ""profit"": 474723.06}, {""year"": 2019, ""revenue"": 525502.34, ""profit"": 144935.61}, {""year"": 2015, ""revenue"": 805363.64, ""profit"": 480827.74}]","[85, 30]","[19, 85, 41, 92, 61, 16, 98, 96, 69]","[194, 754]","[164, 17098]","[2611, 3591, 4268]"
4513,Brown-Wheeler,"099 Garcia Shoals
Bushhaven, WI 90018",S.p.A.,656-89-0660,"[{""year"": 2016, ""revenue"": 756227.06, ""profit"": 370071.3}, {""year"": 2021, ""revenue"": 520237.48, ""profit"": 22212.11}, {""year"": 2019, ""revenue"": 664342.19, ""profit"": 446565.1}, {""year"": 2023, ""revenue"": 489060.16, ""profit"": 253850.65}]","[1, 4, 69]","[34, 52, 67, 22, 11, 77]","[594, 642]","[18679, 5101, 5934, 5714]",[3710]
4514,"Ward, Patterson and Montes","6607 Charles Road Suite 790
Lake Patriciastad, OH 53837",S.n.C.,122-32-9604,"[{""year"": 2022, ""revenue"": 60787.45, ""profit"": 284088.28}, {""year"": 2020, ""revenue"": 555486.67, ""profit"": 221231.45}]",[78],"[14, 30, 96, 89, 50, 5, 84, 48, 73, 10]","[746, 484, 903]",[15309],"[341, 3228, 4714]"
4515,"Davis, Morris and Davies","USCGC Burns
FPO AE 02345",Cooperative,340-32-6063,"[{""year"": 2018, ""revenue"": 470920.26, ""profit"": 331629.58}, {""year"": 2021, ""revenue"": 171699.94, ""profit"": 489955.46}]",[87],"[66, 74]","[336, 944]","[16976, 15553]","[2587, 2411, 1804]"
4516,"Young, Taylor and Lewis","2333 Jesse Center
Hensleyview, CA 72242",S.n.C.,737-57-7567,"[{""year"": 2016, ""revenue"": 363385.55, ""profit"": 76451.45}, {""year"": 2023, ""revenue"": 614199.26, ""profit"": 412156.51}, {""year"": 2020, ""revenue"": 370446.74, ""profit"": 297769.07}, {""year"": 2017, ""revenue"": 465021.73, ""profit"": 437609.27}]","[57, 90]","[43, 95, 5, 81, 77, 14, 80, 47]","[110, 962, 788]","[1185, 4140, 18568, 15142]","[1625, 3446, 1109]"
4517,Phillips PLC,"720 Sanchez Land
Nelsonport, MT 25622",S.n.C.,488-46-8692,"[{""year"": 2022, ""revenue"": 219819.58, ""profit"": 152465.3}]",[89],"[61, 56, 21, 44]","[735, 152, 908]","[1093, 19500, 16054, 18779]","[14, 3784]"
4518,Allen-Cline,"14098 Mary Stream Suite 727
Davisville, MA 93765",S.n.C.,073-61-6666,"[{""year"": 2015, ""revenue"": 107290.95, ""profit"": 51222.65}, {""year"": 2015, ""revenue"": 474949.06, ""profit"": 66516.81}, {""year"": 2020, ""revenue"": 409739.96, ""profit"": 133672.98}, {""year"": 2023, ""revenue"": 932485.44, ""profit"": 409585.91}]","[7, 9]","[62, 78, 98, 84, 7, 23, 97, 54, 63]","[954, 741, 668]","[10984, 9401]","[3181, 1416, 3977]"
4519,"Hamilton, James and Gomez","90824 Fisher Land
Cathyborough, ME 22349",S.a.S.,688-92-0510,"[{""year"": 2021, ""revenue"": 15334.53, ""profit"": 483645.67}, {""year"": 2016, ""revenue"": 697228.19, ""profit"": 425064.04}, {""year"": 2023, ""revenue"": 652579.32, ""profit"": 230611.02}]","[9, 97, 26]","[71, 52, 32, 93, 100, 2, 64]","[264, 508]","[17428, 16295, 8369, 1358]","[275, 179]"
4520,Phelps Group,"747 Johnson Mall
Port Robert, UT 77083",S.r.l.,779-04-0436,"[{""year"": 2015, ""revenue"": 320560.68, ""profit"": 418651.93}, {""year"": 2015, ""revenue"": 393923.43, ""profit"": 41456.99}, {""year"": 2022, ""revenue"": 485120.3, ""profit"": 133155.42}]",[92],"[21, 34, 97, 11, 38, 92, 55, 79, 35]",[77],"[9103, 1438, 15814]",[3496]
4521,Dawson Group,"90544 Meredith Mall Apt. 957
Yvonneport, ID 70974",S.p.A.,306-30-3748,"[{""year"": 2023, ""revenue"": 342746.13, ""profit"": 181072.44}, {""year"": 2018, ""revenue"": 707781.41, ""profit"": 145912.82}, {""year"": 2016, ""revenue"": 173790.83, ""profit"": 314720.1}]",[36],"[23, 63, 73, 41, 88, 51, 97, 26]",[131],"[8320, 524]","[4582, 2858]"
4522,"James, Davis and Johnson","52276 Kimberly Lights
South Tonyside, MO 85651",S.p.A.,029-52-0377,"[{""year"": 2015, ""revenue"": 62839.57, ""profit"": 209749.62}, {""year"": 2016, ""revenue"": 761104.83, ""profit"": 368400.69}, {""year"": 2019, ""revenue"": 473456.01, ""profit"": 453083.64}, {""year"": 2023, ""revenue"": 927338.87, ""profit"": 330783.22}, {""year"": 2020, ""revenue"": 802590.41, ""profit"": 19156.89}]","[20, 66, 36]","[68, 66, 99, 56, 13, 26, 44]","[339, 761]",[17498],[1539]
4523,Mann Group,"1282 William Lakes
New Gina, ID 15486",S.a.S.,585-58-4348,"[{""year"": 2018, ""revenue"": 607711.62, ""profit"": 200805.79}, {""year"": 2017, ""revenue"": 124354.3, ""profit"": 481439.06}, {""year"": 2015, ""revenue"": 38015.45, ""profit"": 208176.5}, {""year"": 2019, ""revenue"": 808787.85, ""profit"": 107378.96}]","[50, 98]",[96],[522],"[19332, 18404]","[4114, 4763]"
4524,Ramsey Group,"68973 Susan Shoals
South Joanna, HI 72170",S.p.A.,724-44-3038,"[{""year"": 2015, ""revenue"": 754391.89, ""profit"": 278541.46}, {""year"": 2020, ""revenue"": 182946.87, ""profit"": 155997.13}, {""year"": 2017, ""revenue"": 14983.68, ""profit"": 64518.86}, {""year"": 2020, ""revenue"": 536973.16, ""profit"": 249593.73}]",[81],"[30, 44, 51, 43, 15, 100, 27, 72, 11]","[768, 225, 725]","[5459, 8927]",[4132]
4525,Moore PLC,"51599 Courtney Mill Suite 043
New Angela, PR 40280",S.r.l. a socio unico,218-79-4460,"[{""year"": 2021, ""revenue"": 728664.35, ""profit"": 104569.71}, {""year"": 2022, ""revenue"": 305695.65, ""profit"": 428959.16}, {""year"": 2022, ""revenue"": 24957.35, ""profit"": 116406.22}, {""year"": 2016, ""revenue"": 17983.29, ""profit"": 404847.75}, {""year"": 2019, ""revenue"": 974614.22, ""profit"": 403143.96}]",[57],"[2, 81, 97, 48, 10, 91]","[994, 551]",[8843],"[462, 3075, 4001]"
4526,Melendez-Scott,"0604 Johnson Knolls Suite 860
Smithfort, GA 99133",Cooperative,741-90-3066,"[{""year"": 2017, ""revenue"": 769397.85, ""profit"": 82152.11}, {""year"": 2017, ""revenue"": 936381.46, ""profit"": 104020.71}, {""year"": 2015, ""revenue"": 980092.94, ""profit"": 358265.6}, {""year"": 2018, ""revenue"": 419196.38, ""profit"": 104095.34}]",[49],"[90, 44, 72, 81, 80, 36, 37, 47, 70, 78]","[711, 923, 805]","[17370, 9132, 17386, 16707]",[956]
4527,Sanders Inc,"32084 Rodney Crest Apt. 252
Browntown, UT 39434",Cooperative,402-20-9445,"[{""year"": 2023, ""revenue"": 737640.33, ""profit"": 431429.14}, {""year"": 2020, ""revenue"": 360875.75, ""profit"": 195244.72}, {""year"": 2020, ""revenue"": 209753.12, ""profit"": 177925.25}, {""year"": 2015, ""revenue"": 683068.15, ""profit"": 218613.26}, {""year"": 2020, ""revenue"": 358079.33, ""profit"": 3617.19}]","[33, 54]","[70, 73, 78, 47, 28, 30, 94]",[98],"[10504, 10237]",[804]
4528,"Stewart, Owens and Carter","1986 Dudley Plains Apt. 345
Hollandview, ID 25972",Onlus,595-31-4275,"[{""year"": 2017, ""revenue"": 645899.05, ""profit"": 404603.03}, {""year"": 2016, ""revenue"": 696020.11, ""profit"": 118204.69}, {""year"": 2018, ""revenue"": 493276.16, ""profit"": 265906.36}, {""year"": 2017, ""revenue"": 700613.7, ""profit"": 138353.86}, {""year"": 2017, ""revenue"": 389621.33, ""profit"": 100475.34}]","[92, 57]","[9, 3, 48, 22, 25, 20]","[268, 11]",[4265],"[1206, 893]"
