id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
6106,"Rodriguez, Wilson and Cooper","4757 Cheryl Motorway
New Rhondachester, MN 14339",S.n.C.,440-45-2568,"[{""year"": 2021, ""revenue"": 432641.14, ""profit"": 311654.24}, {""year"": 2020, ""revenue"": 24284.33, ""profit"": 321404.19}, {""year"": 2015, ""revenue"": 904729.85, ""profit"": 293309.23}, {""year"": 2019, ""revenue"": 221734.06, ""profit"": 222710.2}]","[100, 43, 36]","[74, 73, 33, 26, 76, 23, 58, 59]",[902],"[14438, 785]","[741, 493, 4771]"
6107,Park Ltd,"07917 John Islands
North Oscar, AR 48161",Onlus,841-51-5809,"[{""year"": 2018, ""revenue"": 506619.62, ""profit"": 220553.8}, {""year"": 2023, ""revenue"": 596311.4, ""profit"": 173798.02}, {""year"": 2020, ""revenue"": 191010.38, ""profit"": 458077.3}, {""year"": 2018, ""revenue"": 277190.7, ""profit"": 308310.07}]",[1],"[97, 31, 23, 77, 21, 24, 84, 11, 43, 89]","[863, 390, 65]","[3689, 3579]","[1925, 4000, 3428]"
6108,"Marks, Stanley and Garcia","18496 Gonzales Lane
Port Austin, AZ 52825",Cooperative,593-62-8342,"[{""year"": 2021, ""revenue"": 690391.71, ""profit"": 164619.19}, {""year"": 2020, ""revenue"": 420510.14, ""profit"": 102061.09}, {""year"": 2020, ""revenue"": 343748.77, ""profit"": 211062.41}]",[82],[33],"[198, 176, 109]","[19961, 8464]",[9]
6109,Allen LLC,"5268 Megan Camp Apt. 388
Raymondshire, IN 33788",Onlus,510-82-9974,"[{""year"": 2020, ""revenue"": 965900.18, ""profit"": 277044.37}, {""year"": 2023, ""revenue"": 229224.36, ""profit"": 120343.58}, {""year"": 2022, ""revenue"": 438378.67, ""profit"": 80296.77}, {""year"": 2022, ""revenue"": 563177.43, ""profit"": 143794.65}]","[22, 93]","[86, 12, 38, 31, 75, 39, 65, 60, 9, 22]",[168],"[10041, 1959, 18039]",[960]
6110,Perry-Davis,"PSC 9465, Box 9180
APO AE 24115",S.r.l. a socio unico,744-34-5326,"[{""year"": 2022, ""revenue"": 477188.13, ""profit"": 363754.22}]",[53],"[26, 54, 91, 76, 74, 75, 41, 14, 98, 25]",[961],"[18771, 4423, 13119]",[557]
6111,"Ramirez, Flynn and King","36665 Bell Hollow Suite 761
Linport, WV 44032",S.r.l.,373-15-4333,"[{""year"": 2020, ""revenue"": 902790.09, ""profit"": 349041.99}, {""year"": 2017, ""revenue"": 804860.85, ""profit"": 453837.2}, {""year"": 2020, ""revenue"": 584888.61, ""profit"": 66408.93}, {""year"": 2022, ""revenue"": 407137.11, ""profit"": 384824.04}, {""year"": 2022, ""revenue"": 103184.79, ""profit"": 223848.25}]",[51],"[100, 70]","[544, 887]","[539, 5363, 15437, 3417]","[4344, 3953, 588]"
6112,Oneill LLC,"275 Ramirez Drive
Joseland, MI 86703",Onlus,420-66-8287,"[{""year"": 2023, ""revenue"": 842244.71, ""profit"": 346240.31}, {""year"": 2022, ""revenue"": 544906.19, ""profit"": 212747.61}, {""year"": 2022, ""revenue"": 655396.22, ""profit"": 409257.47}, {""year"": 2015, ""revenue"": 795730.4, ""profit"": 377173.89}]","[12, 59]","[62, 5, 47, 15, 71, 92, 23, 68]","[654, 47, 375]","[12856, 10241, 12034, 12346, 15699]","[408, 4585]"
6113,Johnson Inc,"980 Choi Alley Suite 521
Stephanieside, SC 54175",Onlus,855-71-0360,"[{""year"": 2015, ""revenue"": 449840.49, ""profit"": 188255.02}]","[97, 34, 35]","[20, 1, 5]","[861, 644, 753]","[6069, 4625]","[1242, 3415]"
6114,Davis-Andrews,"Unit 3996 Box 4975
DPO AA 61725",S.r.l.,706-60-7196,"[{""year"": 2023, ""revenue"": 249593.53, ""profit"": 476704.57}, {""year"": 2017, ""revenue"": 879814.31, ""profit"": 482775.82}, {""year"": 2017, ""revenue"": 739294.16, ""profit"": 268104.84}, {""year"": 2021, ""revenue"": 817039.58, ""profit"": 452469.06}]",[36],"[42, 86, 1, 81, 92, 83, 84, 5]",[416],[9013],"[1061, 3900]"
6115,"Howell, Ruiz and Moore","Unit 0922 Box 6683
DPO AP 03414",S.a.S.,835-17-0490,"[{""year"": 2016, ""revenue"": 791953.71, ""profit"": 64449.53}, {""year"": 2020, ""revenue"": 737942.52, ""profit"": 392803.35}, {""year"": 2015, ""revenue"": 620458.73, ""profit"": 465990.08}, {""year"": 2017, ""revenue"": 243340.67, ""profit"": 95215.35}]","[58, 73, 64]","[72, 33, 26, 8, 90]","[649, 678]","[10442, 1520, 7175]","[3105, 1679, 4167]"
6116,Graham-Baker,"86249 Sara Path
New Penny, OK 90559",S.p.A.,820-68-4247,"[{""year"": 2018, ""revenue"": 877771.09, ""profit"": 276640.43}, {""year"": 2023, ""revenue"": 112786.74, ""profit"": 308212.27}, {""year"": 2016, ""revenue"": 322180.41, ""profit"": 7181.12}]",[79],"[10, 75, 8, 12]","[729, 974, 819]","[16125, 294]",[3563]
6117,Porter-Sexton,"1598 Weaver Lake
Williamston, RI 61952",Cooperative,789-12-9601,"[{""year"": 2019, ""revenue"": 453376.05, ""profit"": 122575.71}]","[76, 37, 19]","[42, 7, 26, 5, 28, 24, 80, 64]","[301, 423]","[16656, 2604, 18703]","[2812, 2262, 1832]"
6118,Gross LLC,"47195 Brown Ranch
New Jenniferhaven, TN 05931",S.p.A.,172-95-5875,"[{""year"": 2023, ""revenue"": 386818.52, ""profit"": 132427.64}, {""year"": 2018, ""revenue"": 964438.32, ""profit"": 453982.74}, {""year"": 2017, ""revenue"": 424369.95, ""profit"": 471962.71}, {""year"": 2018, ""revenue"": 403655.54, ""profit"": 280782.1}]","[97, 57, 36]","[51, 68, 99, 16, 89, 2, 41, 39]","[615, 950]","[10715, 9071, 16662, 19630]","[2156, 2663]"
6119,Moran Group,"947 Morgan Greens
South Charleneside, DE 80120",S.r.l. a socio unico,538-25-7836,"[{""year"": 2015, ""revenue"": 99270.79, ""profit"": 4810.48}, {""year"": 2022, ""revenue"": 595075.71, ""profit"": 407464.24}, {""year"": 2019, ""revenue"": 655348.63, ""profit"": 94672.27}]","[19, 99]","[89, 43, 38, 87, 85, 80, 96]","[333, 91, 93]","[9189, 3767, 14968, 14208]",[4138]
6120,Gregory LLC,"0676 Francis Plains
Angelicafurt, MI 52280",Cooperative,553-18-6693,"[{""year"": 2022, ""revenue"": 273631.87, ""profit"": 100334.18}]","[95, 45]","[20, 100]","[878, 742]","[17696, 9397]","[658, 193, 3927]"
6121,Pennington-Robles,"879 Travis Manors Suite 909
Colehaven, WA 25495",S.r.l.,385-44-9414,"[{""year"": 2017, ""revenue"": 784165.73, ""profit"": 112918.27}, {""year"": 2015, ""revenue"": 35910.92, ""profit"": 364907.98}]","[10, 31, 28]","[79, 7, 44, 57, 62, 17, 90, 11, 47]","[638, 432]","[11587, 2625]","[291, 2836, 4150]"
6122,"Green, Carter and Davis","225 Johnson Land Suite 980
Thomasfurt, MN 58071",Cooperative,375-26-5512,"[{""year"": 2023, ""revenue"": 150103.17, ""profit"": 213149.68}, {""year"": 2021, ""revenue"": 797745.74, ""profit"": 167182.39}, {""year"": 2023, ""revenue"": 388017.16, ""profit"": 104630.29}, {""year"": 2019, ""revenue"": 538531.02, ""profit"": 3971.52}]","[35, 20]","[94, 81, 86, 95]","[511, 584]","[11930, 16554, 13359]",[3395]
6123,"Parker, Young and Cox","40097 Pierce Brooks Suite 812
Brandonborough, FL 43150",Cooperative,524-77-0107,"[{""year"": 2020, ""revenue"": 518958.42, ""profit"": 128548.71}]","[8, 6]","[82, 26, 62, 38]","[141, 472, 709]","[7829, 14948, 15961]",[4489]
6124,"Evans, Dorsey and Taylor","57666 Tracy Lake
East Howard, ND 83134",S.r.l. a socio unico,869-30-0047,"[{""year"": 2015, ""revenue"": 201866.8, ""profit"": 460016.23}, {""year"": 2023, ""revenue"": 878255.59, ""profit"": 445942.43}]",[46],"[32, 46, 34, 78, 17, 81, 15, 88]",[402],"[17895, 2371, 19853]",[3884]
6125,"Cooper, Wiggins and Warner","650 Riley Centers Suite 340
East Jonathan, SC 40977",S.n.C.,713-41-3853,"[{""year"": 2023, ""revenue"": 350242.56, ""profit"": 158457.41}, {""year"": 2021, ""revenue"": 160026.14, ""profit"": 50079.9}, {""year"": 2020, ""revenue"": 295625.04, ""profit"": 16304.88}, {""year"": 2022, ""revenue"": 406515.31, ""profit"": 446954.83}, {""year"": 2019, ""revenue"": 108880.3, ""profit"": 209794.52}]","[98, 55, 49]",[17],[49],"[11397, 5156, 17176, 7354]","[2546, 4578]"
6126,Murray Inc,"28327 Russell Loaf Suite 267
Williamchester, WA 98811",Cooperative,224-41-1972,"[{""year"": 2022, ""revenue"": 780316.41, ""profit"": 409392.48}, {""year"": 2018, ""revenue"": 138018.37, ""profit"": 50126.46}, {""year"": 2015, ""revenue"": 755791.39, ""profit"": 311221.23}]","[84, 10, 64]","[29, 86, 14, 48, 5, 92, 35]",[455],"[2384, 1982]","[4192, 3942]"
6127,Nunez-Crawford,"PSC 5466, Box 0021
APO AP 87200",S.n.C.,247-20-4643,"[{""year"": 2020, ""revenue"": 246533.37, ""profit"": 398575.86}, {""year"": 2020, ""revenue"": 108883.5, ""profit"": 130390.66}, {""year"": 2015, ""revenue"": 71949.06, ""profit"": 239999.98}, {""year"": 2020, ""revenue"": 30701.67, ""profit"": 192535.92}]","[94, 93, 48]","[99, 88, 41, 14, 43]","[333, 714]","[3610, 19143, 2664]",[584]
6128,Campbell PLC,"74534 Jack Pines Apt. 442
Timothyfort, MS 28507",S.p.A.,110-22-7377,"[{""year"": 2022, ""revenue"": 57593.96, ""profit"": 84362.96}, {""year"": 2023, ""revenue"": 524661.81, ""profit"": 97535.66}]","[20, 28, 98]","[45, 97, 68, 52, 66, 47, 83, 15]","[993, 597, 351]",[1514],"[1753, 3523]"
6129,Wyatt-Brown,"540 Allen Trafficway
Meghanhaven, FM 97997",S.r.l.,445-66-8190,"[{""year"": 2019, ""revenue"": 499594.43, ""profit"": 394357.41}, {""year"": 2017, ""revenue"": 39476.77, ""profit"": 166369.51}]",[58],"[25, 42, 66, 56, 81, 39]","[919, 817, 249]","[6642, 4347]","[2175, 1587]"
6130,Arnold Ltd,"648 French Bypass
South Gregborough, ID 88316",S.n.C.,339-06-5408,"[{""year"": 2018, ""revenue"": 915176.17, ""profit"": 98871.23}]","[68, 31, 41]","[76, 23, 33]","[741, 249, 411]","[19100, 10621]",[3536]
6131,"Graves, Bryant and Martinez","4204 Mary Parkways
Port Williambury, AL 76822",Cooperative,330-98-8103,"[{""year"": 2015, ""revenue"": 895056.08, ""profit"": 287267.92}]","[65, 61, 80]","[33, 1, 54, 61, 67, 52, 79, 13, 57]",[507],[17872],"[1492, 490, 4946]"
6132,Wu-Johnson,"88538 Robert Crossing
Rogersmouth, AZ 16800",S.n.C.,143-34-3650,"[{""year"": 2018, ""revenue"": 581842.69, ""profit"": 213918.16}]","[63, 19, 74]","[75, 68, 39]","[690, 329, 668]","[6935, 4691, 12094]","[2022, 3853]"
6133,"Smith, Smith and Garner","5523 King Keys
Beardville, MN 25769",S.r.l. a socio unico,008-23-1182,"[{""year"": 2021, ""revenue"": 800865.37, ""profit"": 379566.44}, {""year"": 2022, ""revenue"": 378211.32, ""profit"": 172155.76}, {""year"": 2022, ""revenue"": 914488.27, ""profit"": 86312.25}, {""year"": 2015, ""revenue"": 205349.84, ""profit"": 404395.38}, {""year"": 2022, ""revenue"": 686698.37, ""profit"": 329718.18}]","[64, 32, 24]","[79, 62, 53, 2, 76, 22, 5, 72]","[599, 906]","[15316, 14628, 1974, 17336]","[4798, 4262]"
6134,Rubio-Estes,"68761 Adams Summit Suite 269
Nicholasshire, KS 79068",S.r.l. a socio unico,147-23-5717,"[{""year"": 2017, ""revenue"": 355171.57, ""profit"": 441668.3}, {""year"": 2015, ""revenue"": 248865.73, ""profit"": 59305.63}]",[37],"[10, 20, 78, 79]","[500, 148, 413]","[8561, 6354, 13916]","[4933, 1383, 1814]"
6135,Moody PLC,"47010 Gillespie Harbors
Masonfurt, TN 84634",Cooperative,715-57-9489,"[{""year"": 2023, ""revenue"": 684671.13, ""profit"": 243553.02}, {""year"": 2022, ""revenue"": 59180.38, ""profit"": 379395.86}]","[22, 89, 17]","[52, 41, 96, 37, 100, 43, 19]","[402, 814, 21]","[15010, 807, 10146, 8544, 17407]","[4494, 4240]"
6136,Brown-Reynolds,"943 Johnson Fort
South Dylan, GA 41215",Cooperative,877-33-2227,"[{""year"": 2019, ""revenue"": 184454.24, ""profit"": 181678.83}, {""year"": 2019, ""revenue"": 147728.83, ""profit"": 199319.86}]","[43, 91, 5]","[6, 99, 94, 39, 41]","[353, 952]",[19842],"[1849, 3961, 1447]"
6137,Silva Group,"77589 Valdez Harbors Apt. 729
Lake Adrian, FL 24732",S.a.S.,728-39-7278,"[{""year"": 2020, ""revenue"": 440365.89, ""profit"": 457749.6}, {""year"": 2021, ""revenue"": 547573.85, ""profit"": 330344.76}, {""year"": 2015, ""revenue"": 774809.38, ""profit"": 55302.79}]",[17],"[27, 54, 62, 43, 38, 85, 48]","[673, 900]",[9384],"[270, 4355]"
6138,Brooks Inc,"514 Farrell Drive
Hoganfort, AZ 54646",Cooperative,884-47-6995,"[{""year"": 2016, ""revenue"": 798048.1, ""profit"": 204530.55}, {""year"": 2021, ""revenue"": 871441.67, ""profit"": 357607.42}, {""year"": 2017, ""revenue"": 829270.58, ""profit"": 498825.37}, {""year"": 2019, ""revenue"": 604164.06, ""profit"": 1586.43}, {""year"": 2017, ""revenue"": 336917.06, ""profit"": 161099.2}]",[3],"[52, 84]","[403, 640, 88]","[19792, 14962, 14880, 22, 13089]","[3209, 780]"
6139,Kennedy Inc,"60456 Miller Forges Apt. 019
New Daltonshire, MH 49530",Cooperative,052-75-3402,"[{""year"": 2023, ""revenue"": 408431.76, ""profit"": 13741.95}, {""year"": 2020, ""revenue"": 820619.56, ""profit"": 277136.17}, {""year"": 2018, ""revenue"": 49342.56, ""profit"": 316699.83}]",[38],[60],"[258, 121]","[7517, 16186, 10287, 3041]","[696, 3700, 1864]"
6140,"Kelly, Brooks and Peterson","0858 Derrick Isle
New Jennifer, MA 81722",S.p.A.,846-08-2460,"[{""year"": 2017, ""revenue"": 333747.94, ""profit"": 180621.65}, {""year"": 2020, ""revenue"": 314359.54, ""profit"": 136067.2}]","[21, 38]","[44, 75, 28, 82, 92, 50, 1, 79, 73]","[277, 385]","[1207, 7198, 19185, 16606]","[2501, 1306, 1096]"
6141,"Anderson, Young and Anthony","76165 Daniel Camp
Jacksonfort, NV 92576",S.n.C.,009-50-3760,"[{""year"": 2019, ""revenue"": 926108.05, ""profit"": 231309.71}, {""year"": 2019, ""revenue"": 65841.96, ""profit"": 189527.94}, {""year"": 2019, ""revenue"": 320520.17, ""profit"": 242713.97}]","[96, 18]","[68, 62, 30, 6]","[338, 849, 695]","[662, 9442, 13589]","[1191, 1126]"
6142,Harrison Inc,"114 Tiffany Roads Suite 981
West Anthony, ND 65025",S.r.l.,856-85-9612,"[{""year"": 2016, ""revenue"": 248411.34, ""profit"": 150918.9}, {""year"": 2016, ""revenue"": 865419.25, ""profit"": 180211.66}]","[89, 7, 64]","[1, 100, 77, 58, 80, 46, 59, 45, 26]","[188, 566, 832]",[15220],"[1458, 3691, 3971]"
6143,Thompson Ltd,"USS Lester
FPO AE 69131",S.p.A.,562-14-5041,"[{""year"": 2021, ""revenue"": 374268.72, ""profit"": 73565.85}, {""year"": 2015, ""revenue"": 689244.25, ""profit"": 163775.39}]","[53, 20]","[16, 51, 95, 35, 19, 64, 47, 11, 74, 55]",[514],[17885],"[25, 1591, 4595]"
6144,Hebert-Knight,"909 Booker Pines Suite 795
Valdeztown, CO 38240",S.p.A.,865-20-0323,"[{""year"": 2016, ""revenue"": 280230.3, ""profit"": 133622.24}]","[44, 58]","[81, 79]",[17],"[7516, 816, 6777, 19970, 2234]",[367]
6145,Andrews-Phillips,"65361 Becker Coves Apt. 300
Adamside, ND 12388",S.a.S.,862-36-5841,"[{""year"": 2019, ""revenue"": 193647.08, ""profit"": 467308.95}, {""year"": 2022, ""revenue"": 38027.93, ""profit"": 467585.36}, {""year"": 2023, ""revenue"": 78909.98, ""profit"": 472929.91}]",[12],"[19, 6, 31, 20, 51, 98, 12, 90, 42]","[194, 821]","[14642, 16512, 17325, 10762]","[69, 260, 2512]"
6146,Nelson-Acosta,"6971 Andrea Viaduct
Lake Danielle, GU 04649",S.r.l. a socio unico,607-19-1064,"[{""year"": 2019, ""revenue"": 940513.45, ""profit"": 157105.69}, {""year"": 2020, ""revenue"": 453635.39, ""profit"": 100628.65}, {""year"": 2021, ""revenue"": 181853.64, ""profit"": 201366.13}]",[79],"[84, 87, 47]","[107, 934]","[8816, 417]","[234, 895]"
6147,Boyer-Sanchez,"0691 Michael Isle
Davisville, MT 40304",S.r.l. a socio unico,705-75-2393,"[{""year"": 2021, ""revenue"": 284946.24, ""profit"": 420858.58}]","[69, 36, 30]","[71, 19, 42, 21, 67, 54, 10]","[196, 327, 765]","[2780, 17189]","[1857, 526]"
6148,Johnson Inc,"7289 Kyle Junction Suite 813
North Reginaldside, AS 37061",S.p.A.,620-87-5907,"[{""year"": 2023, ""revenue"": 765599.86, ""profit"": 378205.82}]","[86, 73, 76]","[100, 99, 31, 75, 93, 12]","[925, 344]",[13314],[1651]
6149,Hubbard-Mcdaniel,"279 Ashley Freeway
South Amandafort, IL 56773",S.p.A.,680-24-9576,"[{""year"": 2021, ""revenue"": 34048.84, ""profit"": 48003.36}]","[4, 30, 63]","[100, 1, 49, 55, 23, 95, 15, 67, 59, 88]","[55, 847]","[14530, 788]","[2204, 3458, 1079]"
6150,Marquez-Stafford,"083 Matthew Path Apt. 190
Baileytown, UT 66384",S.r.l.,683-96-6602,"[{""year"": 2021, ""revenue"": 50697.95, ""profit"": 400058.72}, {""year"": 2020, ""revenue"": 64608.47, ""profit"": 470515.46}]",[81],"[31, 78, 62, 77, 46, 95]","[189, 8, 850]","[4853, 11116, 16801]","[1012, 4761, 4962]"
6151,"Blackwell, Robinson and Glenn","985 Victoria Square
South Shane, NV 15096",Onlus,394-55-5893,"[{""year"": 2018, ""revenue"": 754174.31, ""profit"": 11001.19}]","[31, 56, 86]","[88, 40, 37, 57, 94]","[366, 688, 249]",[19016],[4284]
6152,Rodriguez-Morse,"39821 Orr Fords
South Mary, WV 70620",S.p.A.,719-74-8094,"[{""year"": 2021, ""revenue"": 131224.2, ""profit"": 297181.34}, {""year"": 2017, ""revenue"": 405468.06, ""profit"": 240737.17}]","[92, 61]","[50, 40, 74, 60, 49, 42, 22, 53, 37]",[699],"[10903, 16052, 16312, 13443]","[487, 3475]"
6153,Ramirez Group,"29615 Evans Track
Port Michaelmouth, MI 75915",S.n.C.,498-14-0668,"[{""year"": 2020, ""revenue"": 736009.56, ""profit"": 160963.03}, {""year"": 2018, ""revenue"": 920404.51, ""profit"": 413420.9}, {""year"": 2021, ""revenue"": 813982.39, ""profit"": 179377.4}, {""year"": 2023, ""revenue"": 543708.2, ""profit"": 197677.54}]",[3],"[81, 34, 29, 33, 95, 50, 27, 13]","[227, 601, 573]","[14420, 5185, 9471, 11885, 13275]","[3866, 2182, 702]"
6154,Evans-Harvey,"826 Ellis Inlet
South Michaelton, NM 23124",S.r.l.,512-96-7103,"[{""year"": 2019, ""revenue"": 863148.51, ""profit"": 499511.05}, {""year"": 2015, ""revenue"": 672377.55, ""profit"": 398968.39}, {""year"": 2020, ""revenue"": 906722.59, ""profit"": 54431.85}, {""year"": 2019, ""revenue"": 45844.41, ""profit"": 61046.81}]","[38, 6]","[25, 9, 38, 7, 49, 41, 97, 67, 99]","[388, 652, 591]","[3106, 15493, 496, 14168]","[4408, 2121]"
6155,West-Roman,"4295 Ford Route
West Kelly, PA 19342",S.n.C.,617-72-4837,"[{""year"": 2016, ""revenue"": 793176.65, ""profit"": 297059.51}, {""year"": 2018, ""revenue"": 956236.09, ""profit"": 42341.61}]",[32],"[31, 28, 56]","[51, 251]",[19885],[4045]
6156,"Higgins, Perez and Fritz","1784 Dan Spurs Apt. 266
Allisonport, MT 81666",S.p.A.,539-16-2838,"[{""year"": 2018, ""revenue"": 956489.54, ""profit"": 265710.35}]","[54, 81]","[80, 55, 44, 26, 38, 30, 46, 98, 28]","[957, 90, 172]","[167, 6481]",[1917]
6157,"Taylor, Hobbs and Owen","8445 Kimberly Corner
Brownburgh, TX 11351",Cooperative,488-44-5015,"[{""year"": 2020, ""revenue"": 695180.43, ""profit"": 471946.31}, {""year"": 2023, ""revenue"": 642731.87, ""profit"": 418936.07}, {""year"": 2023, ""revenue"": 295698.21, ""profit"": 134408.34}, {""year"": 2020, ""revenue"": 776306.7, ""profit"": 28365.58}]",[61],"[82, 97, 73, 23, 61, 20, 17, 68]",[667],"[929, 18636]","[4975, 2853, 1268]"
6158,Oconnor-Gates,"66394 Johnson Manor Apt. 670
North Carolyn, NE 75373",S.a.S.,503-89-3287,"[{""year"": 2016, ""revenue"": 319333.42, ""profit"": 155585.16}]","[93, 23]","[36, 39]","[129, 550]","[9425, 9229, 5713]","[1683, 1778]"
6159,Gregory-Dixon,"5639 Jacobs Islands
Garciastad, VT 24083",Onlus,201-62-9181,"[{""year"": 2023, ""revenue"": 560175.15, ""profit"": 420588.52}, {""year"": 2020, ""revenue"": 384605.54, ""profit"": 92724.84}, {""year"": 2022, ""revenue"": 500969.85, ""profit"": 311700.38}, {""year"": 2018, ""revenue"": 879227.02, ""profit"": 22677.06}]",[88],"[33, 89]","[202, 472]","[3421, 5008]",[2424]
6160,"Rose, Randall and Herman","USCGC Thompson
FPO AA 74704",Onlus,678-15-5390,"[{""year"": 2021, ""revenue"": 647747.36, ""profit"": 334870.06}]","[87, 18]","[96, 37, 55, 79, 19, 48, 63, 57, 27]",[628],"[13138, 14940]","[4090, 1988]"
6161,Armstrong-Ray,"4539 Christopher Corner
Millerport, KY 92824",S.n.C.,516-08-8377,"[{""year"": 2017, ""revenue"": 428440.17, ""profit"": 140255.34}, {""year"": 2016, ""revenue"": 271587.71, ""profit"": 56644.88}]",[31],"[54, 77, 44, 11, 91]",[989],"[185, 13169, 8788, 13136]",[1900]
6162,Mayer-Valentine,"246 Melissa Center
Keithmouth, MP 74446",S.p.A.,269-26-8985,"[{""year"": 2015, ""revenue"": 493120.56, ""profit"": 416973.41}]","[48, 100]",[97],"[14, 355, 804]",[19052],"[3267, 3709, 4505]"
6163,Brewer PLC,"1288 Anderson Fall
Sarahmouth, NM 32017",S.n.C.,689-25-4718,"[{""year"": 2015, ""revenue"": 950237.63, ""profit"": 401980.94}, {""year"": 2022, ""revenue"": 445906.66, ""profit"": 186378.0}, {""year"": 2015, ""revenue"": 811196.07, ""profit"": 18740.91}]","[77, 26, 31]","[83, 50, 62, 28, 39, 48, 42, 61, 16, 31]","[926, 907, 495]",[5301],[1592]
6164,Moore-Weeks,"04064 Sara Pass
Martinezfort, ME 42193",Onlus,147-52-2601,"[{""year"": 2020, ""revenue"": 198801.94, ""profit"": 9458.27}, {""year"": 2020, ""revenue"": 507516.66, ""profit"": 249822.06}, {""year"": 2015, ""revenue"": 822637.95, ""profit"": 153406.32}, {""year"": 2016, ""revenue"": 868851.33, ""profit"": 242895.75}]",[6],"[74, 76, 95, 51, 63, 88, 24, 47]",[49],"[18211, 14292, 4353]",[3506]
6165,"Jackson, Dorsey and Campbell","14155 Meyer Plaza
Port Cherylmouth, AL 84207",S.p.A.,819-75-1131,"[{""year"": 2019, ""revenue"": 769712.78, ""profit"": 369309.0}]","[43, 84]","[65, 91, 93]","[228, 817]","[18403, 6618]",[1406]
6166,Abbott Ltd,"194 Wilson Manor
Masontown, CA 97462",S.p.A.,758-44-5050,"[{""year"": 2016, ""revenue"": 38397.99, ""profit"": 8381.45}, {""year"": 2015, ""revenue"": 852744.1, ""profit"": 105188.78}, {""year"": 2018, ""revenue"": 195893.91, ""profit"": 322429.8}, {""year"": 2015, ""revenue"": 966873.39, ""profit"": 240755.96}]","[69, 22]","[21, 61, 44, 32, 27, 41, 90]",[637],"[6177, 18694, 15990, 6077, 6998]","[414, 1626, 196]"
6167,Williams-Jordan,"4356 Zavala Prairie
East Joshuaville, VA 35957",S.r.l.,746-01-2690,"[{""year"": 2016, ""revenue"": 99861.87, ""profit"": 5150.33}, {""year"": 2022, ""revenue"": 765129.08, ""profit"": 336130.71}, {""year"": 2017, ""revenue"": 473268.7, ""profit"": 291504.04}]","[70, 94, 28]","[14, 73, 40, 10, 89, 38, 33, 4, 19]","[204, 773]","[59, 3062, 5138]","[4159, 1565]"
6168,Lewis Inc,"3073 Bonilla Square Suite 746
South Melissa, MA 08273",S.n.C.,562-03-5701,"[{""year"": 2018, ""revenue"": 458471.23, ""profit"": 133296.92}]","[14, 73, 62]","[80, 65, 96, 52, 76, 38]","[80, 894]","[4995, 11901]","[1321, 1648]"
